date_time,minTemp,maxTemp,tempC,dewPoint,humidity,heatIndex,windSpeed,windGust,windDirection,windChill,precipitation,precipitationCover,snowDepth,visibility,cloudCover,sealevelPressure
20-10-2018,24,35,28.9,23.4,74.09,40.6,5.8,0,76.25,0,0,0,0,1.9,14.9,1012.3
21-10-2018,24,34,28.4,21.9,70.53,37.9,8.1,0,102.75,0,0,0,0,2.1,14.2,1012.5
22-10-2018,23,34,28,21.6,70.3,38.3,8.1,0,197.29,0,0,0,0,2.1,0.4,1011.5
23-10-2018,23,35,28.6,22.2,70.77,38.5,6.9,0,168.29,0,0,0,0,1.9,4.5,1011.8
24-10-2018,24,32.1,27.3,22.4,75.81,35.8,5.8,0,173.13,0,0,0,0,1.9,17.6,1012.3
25-10-2018,20,33,26,17,62.69,32.3,6.9,0,115.29,0,0,0,0,2.1,1.9,1014.2
26-10-2018,20.9,32,25.5,16.9,62.55,31.3,5.8,0,45.13,0,0,0,0,2.1,3.4,1014.6
27-10-2018,20,31,25.5,18.9,68.78,32.6,6.9,0,149,0,0,0,0,2,17.5,1014.3
28-10-2018,23,30,25.8,20.7,74.49,32.6,6.9,0,99.25,0,0,0,0,2,63.8,1014.2
29-10-2018,22,26.2,23.9,21.4,86.35,0,8.1,0,75.88,0,0.81,16.67,0,2.1,91.3,1013.5
30-10-2018,22,26.2,24,22.2,89.81,0,8.1,0,66.75,0,0.17,8.33,0,2.2,79.1,1012.9
31-10-2018,22,30,26.1,21.9,78.94,33.3,11.4,0,70.88,0,2.38,4.17,0,2.5,49.3,1013
01-11-2018,22.8,32,27.1,22.4,76.77,36.8,6.9,0,109.29,0,0,0,0,2.8,31.9,1012.8
02-11-2018,23,32,26.9,22.8,79.35,35.8,5.8,0,130.54,0,0.05,4.17,0,2.4,45.9,1012.8
03-11-2018,24.5,33,28.1,22.5,73.07,37,4.7,0,163.25,0,0,0,0,2.2,26.3,1013.4
04-11-2018,25,33,28.4,23,73.71,38.1,6.9,0,210.96,0,0,0,0,2.3,21.8,1012.9
05-11-2018,25,34,28.3,23.7,77.4,40.6,10.3,0,204.75,0,0,0,0,2.3,29.9,1011.9
06-11-2018,24,33,27.9,22.1,72.92,37,8.1,0,148.92,0,0,0,0,2.1,21.8,1012.1
07-11-2018,22.6,27,24.6,21.7,84.55,28.8,5.8,0,102.46,0,5.02,8.33,0,1.5,41.2,1014.2
08-11-2018,20,30,24.8,19.2,72.65,31.9,8.1,0,242.75,0,0,0,0,1.7,9.3,1013.2
09-11-2018,18,30,23.4,16.9,69.22,31.9,4.7,0,110.75,0,0,0,0,2,1.7,1012
10-11-2018,18,30,23.6,17.1,69.72,30,9.2,0,127.92,0,0,0,0,1.9,0.4,1012.7
11-11-2018,20,30,24.2,18.1,70.93,30.8,11.4,0,97.08,0,0,0,0,2,1.5,1013.3
12-11-2018,19,30,24.3,18.1,70.07,30.8,8.1,0,163.79,0,0,0,0,2.1,22,1012
13-11-2018,18,30,24.2,18.3,71.79,30.8,6.9,0,135.21,0,0,0,0,2,3.6,1010.7
14-11-2018,19,30,24.7,19.4,74.49,31.6,4.7,0,83.92,0,0,0,0,1.7,5.3,1011.4
15-11-2018,22,34,26.4,19.2,67.49,34.6,5.8,0,181.7,0,0,0,0,1.8,0,1012.6
16-11-2018,22,33,26.5,17.8,61.93,32.6,5.8,0,254.38,0,0,0,0,2,1.4,1012.1
17-11-2018,22,30,25.7,18.9,67.8,30.8,9.2,0,191.43,0,0,0,0,2,2.8,1011.7
18-11-2018,20,30,24.3,16.4,63.84,29.4,9.2,0,37.04,0,0,0,0,2,0,1014
19-11-2018,19,30,24,16.1,63.8,30,6.9,0,49.13,0,0,0,0,2.1,0,1015.2
20-11-2018,18,30,23.9,18.6,74.15,31.3,5.8,0,145.42,0,0,0,0,1.6,18.3,1014.9
21-11-2018,18,30,23.4,16.8,69.51,30.4,6.9,0,111.42,0,0,0,0,1.8,6.1,1015.2
22-11-2018,17,28.2,22.2,15.4,68.09,28.1,10.3,0,162.65,0,0,0,0,1.9,3,1015.6
23-11-2018,18,29,22.4,14.5,63.69,28.4,8.1,0,197.88,0,0,0,0,1.8,5.9,1015.7
24-11-2018,16,28,21.5,14.8,68.59,27.6,8.1,0,137.79,0,0,0,0,1.8,0,1015.5
25-11-2018,17,28,21.8,16.9,74.99,28.9,8.1,0,129.46,0,0,0,0,1.7,9.4,1015
26-11-2018,18,29,22.5,16.5,71.88,28.6,5.8,0,90.63,0,0,0,0,2,40.1,1014
27-11-2018,18,27.9,22.7,16.8,70.95,27.9,8.1,0,80.96,0,0,0,0,2.1,43.9,1015.9
28-11-2018,19,29.4,23.2,16.4,68.38,29.1,4.7,0,78.63,0,0,0,0,2,45.7,1016.2
29-11-2018,16,29,22.6,15.7,68.43,28.8,5.8,0,77.75,0,0,0,0,2.1,17.1,1016.8
30-11-2018,19,28,23.2,16.1,66.09,27.8,8.1,0,61,0,0,0,0,2,41.8,1016.3
01-12-2018,19,28,23.3,15.8,64.28,28,8.1,0,130.5,0,0,0,0,1.9,50.8,1014.5
02-12-2018,16,27,21.2,15.1,70.86,27.1,8.1,0,132.08,0,0,0,0,1.9,24.8,1013.5
03-12-2018,15,28,21,14.2,68.54,27.5,8.1,0,79.96,0,0,0,0,1.8,6.5,1015
04-12-2018,15,27,20.4,13.1,65.21,27,10.3,0,145.63,0,0,0,0,1.7,7.8,1015.6
05-12-2018,15,27,20.4,13.6,67.28,26.8,8.1,0,208.67,0,0,0,0,1.7,9.5,1013.7
06-12-2018,16,27,20.6,14.3,69.62,27.1,6.9,0,102.83,0,0,0,0,1.6,34,1012.8
07-12-2018,14,26.1,19.8,13.9,70.88,0,8.1,0,127.13,0,0,0,0,1.6,0.1,1013.4
08-12-2018,13,25.1,19,12.5,68.38,0,8.1,0,131.42,0,0,0,0,1.7,2.5,1015
09-12-2018,14,26,19.2,11.9,66.09,0,8.1,0,127.67,0,0,0,0,1.8,5.5,1014
10-12-2018,13,26,19.3,12.8,69.03,0,9.2,0,144.38,0,0,0,0,1.8,0,1013.9
11-12-2018,14,26.2,19.9,14.1,70.75,0,9.2,0,116.5,0,0,0,0,1.9,13.9,1013.7
12-12-2018,14,28.1,20.9,14.6,70.35,27.9,6.9,0,145.29,0,0,0,0,1.9,1,1015
13-12-2018,16,28,21.8,14,63.45,27.8,9.2,0,231.5,0,0,0,0,2.1,15.2,1016.3
14-12-2018,18,28,22.2,14,61.14,27.8,12.8,0,210.17,0,0,0,0,2.2,33.1,1017.1
15-12-2018,15,26,20.6,12.5,61.72,0,11.4,0,202.67,0,0,0,0,2.1,47.8,1018.3
16-12-2018,18,24.2,20.9,12.7,59.84,0,10.3,0,232,0,0.08,4.17,0,2.1,81.8,1018
17-12-2018,16,20.3,18.2,15.9,86.58,0,12.8,0,247,0,0.35,8.33,0,1.7,95.3,1017
18-12-2018,15,18,16.4,15,91.59,0,13.9,0,231.21,0,6.26,8.33,0,1.9,92.3,1015.7
19-12-2018,13,23,17.5,13.7,80.09,0,11.4,0,282,0,0,0,0,2.1,16.3,1017.2
20-12-2018,12,23.1,17.6,13.5,78.65,0,9.2,0,214.83,0,0,0,0,1.7,6.3,1016.6
21-12-2018,13,23.3,17.7,12.2,73.1,0,11.4,0,168.63,0,0,0,0,1.6,0,1015.7
22-12-2018,12,24,17.6,11.6,70.42,0,8.1,0,173.5,0,0,0,0,1.5,0,1016.6
23-12-2018,12,24,17.8,12,70.86,0,9.2,0,185.88,0,0,0,0,1.7,2.6,1016
24-12-2018,12,24.1,17.9,12,71.14,0,9.2,0,148.3,0,0,0,0,1.7,0,1014.9
25-12-2018,13,24,18.1,10.5,64.23,0,6.9,0,168.33,0,0,0,0,1.8,0,1014.7
26-12-2018,12,23.1,16.7,9,64.47,0,9.2,0,197.92,0,0,0,0,1.7,2.6,1014.6
27-12-2018,10,23.3,16.4,8.2,62.72,0,10.3,0,169.33,0,0,0,0,1.8,1.1,1013.9
28-12-2018,11,22.3,16.1,7.3,59.71,0,13.9,0,158.54,0,0,0,0,1.7,0,1015
29-12-2018,10,22.1,15.6,7.9,63.29,0,10.3,0,168.79,0,0,0,0,1.6,0,1018
30-12-2018,10,23.8,16.4,9.3,64.43,0,12.8,0,255.13,0,0,0,0,1.7,0,1018.4
31-12-2018,12,24,16.8,9.8,64.84,0,13.9,0,261.08,0,0,0,0,1.8,0,1018.5
01-01-2019,11,24.1,16.9,10.2,67.37,0,9.2,0,231.17,0,0,0,0,1.7,0,1018.9
02-01-2019,12,26,18.4,10.9,64.31,0,9.2,0,221.71,0,0,0,0,1.9,1.1,1018.6
03-01-2019,11,25,17.8,10.4,66.2,0,6.9,0,165.88,0,0,0,0,1.5,0,1019.2
04-01-2019,11,24.1,17.2,9.7,64.89,0,9.2,0,140.25,0,0,0,0,1.5,0,1019.7
05-01-2019,10,25,17.2,10.3,66.25,0,11.4,0,231.54,9.6,0,0,0,1.8,1.8,1018
06-01-2019,12,26,18.5,10.9,64.39,0,8.1,0,245.83,0,0,0,0,2.1,0,1016.1
07-01-2019,12,27,19.1,11.7,66,26.7,9.2,0,154.42,0,0,0,0,1.8,0,1014.3
08-01-2019,13.9,25.1,18.8,12,67.1,0,9.2,0,170.54,0,0,0,0,1.9,0,1014.1
09-01-2019,13,24.1,18.4,12,68.5,0,6.9,0,195.52,0,0,0,0,1.9,1,1015.5
10-01-2019,12,24.1,18,11.4,67.87,0,8.1,0,78.83,0,0,0,0,1.8,0,1016.3
11-01-2019,11,24.1,17.2,9.7,65.17,0,10.3,0,184.54,0,0,0,0,1.7,0,1016.9
12-01-2019,12,25.1,17.8,11.4,68.67,0,9.2,0,187.54,0,0,0,0,1.7,0,1016.7
13-01-2019,11,26,18.5,11.7,67.63,0,8.1,0,199.42,0,0,0,0,1.7,0,1016.5
14-01-2019,13,26,19.2,12.8,68.89,0,5.8,0,125.79,0,0,0,0,1.5,15.5,1014.9
15-01-2019,14,24.1,18.5,10.9,64.46,0,10.3,0,205.46,0,0,0,0,1.8,12.4,1016.7
16-01-2019,10,24,16.9,7.9,58.81,0,11.4,0,210.83,8.8,0,0,0,2.2,0,1017
17-01-2019,10,25,17.2,9.3,62.97,0,6.9,0,163.29,0,0,0,0,1.8,0,1014.7
18-01-2019,12,25.4,18.4,11.6,67.34,0,6.9,0,142.38,0,0,0,0,1.8,0,1014.9
19-01-2019,13,25.1,18.1,10.8,65.58,0,8.1,0,150.13,0,0,0,0,1.7,0,1016.2
20-01-2019,11,25.1,18,11.7,69.31,0,8.1,0,153.79,0,0,0,0,1.7,0,1016.2
21-01-2019,12,27,18.6,12,68.93,26.8,5.8,0,128.96,0,0,0,0,1.6,0,1015.8
22-01-2019,12,28,19.6,13.1,69.38,27.8,5.8,0,86.79,0,0,0,0,1.5,0,1015.9
23-01-2019,14,29,20.5,13.2,67.03,28.4,5.8,0,96.88,0,0,0,0,1.7,0,1015.6
24-01-2019,15,30,21.3,14.3,67.53,29.7,6.9,0,37.71,0,0,0,0,1.8,0,1016
25-01-2019,14,29,21.2,14.2,67.47,28.6,9.2,0,74.71,0,0,0,0,1.9,0,1016.8
26-01-2019,16,29,21.8,14.8,66.79,28.6,10.3,0,240.42,0,0,0,0,2.1,32.5,1016.8
27-01-2019,18,26.1,21.9,15,66.19,0,12.8,0,264.5,0,0,0,0,2.1,55.7,1017.1
28-01-2019,17,23.2,20.1,15.2,73.41,0,9.2,0,267.71,0,0,0,0,2,61.4,1017.5
29-01-2019,15,23.4,18.9,10.2,59.58,0,13.9,0,250.88,0,0,0,0,2.1,23.8,1017.3
30-01-2019,11,23.2,17.2,7.1,53.94,0,10.3,0,161.67,0,0,0,0,2.3,0,1019
31-01-2019,11,25.2,18.2,10.6,63.03,0,10.3,0,250.42,0,0,0,0,2.1,0,1017.6
01-02-2019,12,28,19.5,11.7,63.52,27.5,5.8,0,195.29,0,0,0,0,1.9,8.2,1015.8
02-02-2019,12,28,19.9,11.9,63.88,27.5,8.1,0,172.29,0,0,0,0,2,0,1014.9
03-02-2019,12,28.1,21,10.9,57.04,27.3,10.3,0,147.17,0,0,0,0,2,0,1017.1
04-02-2019,15,29,21,11,56.31,27.8,8.1,0,186.96,0,0,0,0,2.1,1,1018.3
05-02-2019,14,27.1,20.2,11.1,57.94,26.9,11.4,0,212.96,0,0,0,0,2.2,2.5,1016.5
06-02-2019,13,29,20.4,11.7,61.44,28,6.9,0,126.92,0,0,0,0,1.9,0,1013.8
07-02-2019,15,29.2,22.2,14.4,63.61,28.9,6.9,0,81.96,0,0,0,0,1.8,1.8,1014.3
08-02-2019,17,30,23.6,16.4,66.23,30,12.8,0,95.75,0,0,0,0,1.7,46.2,1014.5
09-02-2019,18,26.2,21.8,16.5,72.6,0,12.8,0,161.71,0,0.66,8.33,0,1.9,54.8,1015.1
10-02-2019,15,24.9,19.7,11.1,61,0,13.9,0,256.08,0,0,0,0,2.6,14,1018.7
11-02-2019,13,25.7,19.2,10.4,58.82,0,12.8,0,244.25,0,0,0,0,2.3,1.1,1018.6
12-02-2019,14,27,20.3,10.7,57.77,26.5,11.4,0,197.96,0,0,0,0,2.3,0.6,1019.2
13-02-2019,15,28.1,21.1,11.4,56.45,27.4,10.3,0,201.83,0,0,0,0,2.2,0,1018.2
14-02-2019,15,30,22.2,13,58.56,29.4,6.9,0,140,0,0,0,0,2.1,0,1015.6
15-02-2019,16,31,23.3,15,62,31,10.3,0,145.92,0,0,0,0,1.8,1.7,1014.9
16-02-2019,19,28,22.3,15.9,68.25,28.3,11.4,0,224.88,0,0,0,0,2.1,36.3,1014.3
17-02-2019,18,29,22.9,15.4,65.1,28.6,9.2,0,219.42,0,0,0,0,2.1,15.1,1011.3
18-02-2019,14,27.1,21.2,12.2,59.1,26.8,9.2,0,124.42,0,0,0,0,2.2,3.3,1011.4
19-02-2019,15,32,23.6,15.6,64.62,31.3,9.2,0,161.71,0,0,0,0,2,3.6,1013.2
20-02-2019,21,33,25.7,17.3,62.81,32.6,8.1,0,217,0,0,0,0,2,12.2,1015.8
21-02-2019,20,33,25.6,15.8,57.95,32.6,6.9,0,160.5,0,0,0,0,2,0,1016.1
22-02-2019,20,35,27,20.3,69.64,36.9,6.9,0,177.63,0,0,0,0,2,11.4,1012.3
23-02-2019,23.3,34,28,19.4,61.23,36.5,12.8,0,230.75,0,0,0,0,2.2,11.6,1010.1
24-02-2019,20,32,26,15.2,54.53,31,9.2,0,141.21,0,0,0,0,2.3,10.9,1010.5
25-02-2019,16,25,20.4,17.5,84.55,0,25.3,0,182.21,0,17.29,12.5,0,1.9,66,1011.3
26-02-2019,19,24.7,20.5,19,91.55,0,16.1,0,122.67,0,28.71,20.83,0,1.7,67.6,1010.8
27-02-2019,17,27,21.2,18.7,87.03,29.2,13.9,0,166.63,0,37.73,16.67,0,2.1,65.7,1010.3
28-02-2019,18.9,23,20.7,18.7,88.63,0,11.4,0,152.96,0,36.08,12.5,0,2,60.8,1011.6
01-03-2019,17,25.3,20.6,13.6,67.26,0,11.4,0,164.04,0,0,0,0,2.3,7.2,1014.9
02-03-2019,14,27,20.4,12,62.54,26.7,8.1,0,107.67,0,0,0,0,2.3,0,1014.5
03-03-2019,15,28,22.2,14.1,62.7,27.8,6.9,0,144.88,0,0,0,0,2.1,26.8,1011.4
04-03-2019,21,28.7,24.4,21,82.29,31.9,11.4,0,146.54,0,0,0,0,1.7,59.9,1008.2
05-03-2019,21,28,24.7,21.5,83.26,31.3,9.2,0,80.79,0,9.81,12.5,0,2,68.5,1007.3
06-03-2019,20,29.2,24.4,20.4,80.09,30.2,8.1,0,61.08,0,0,0,0,1.6,52.5,1009.1
07-03-2019,20,28.2,23.5,15.9,65.17,27.9,13.9,0,123.88,0,0,0,0,2,23.1,1010.9
08-03-2019,18,30,23.9,14,57.53,29.2,8.1,0,173.5,0,0,0,0,2.4,0,1012.4
09-03-2019,19,31.5,25.2,14,53.92,29.9,8.1,0,140.54,0,0,0,0,2.4,0,1012.4
10-03-2019,20,31,25.9,22,79.87,36.5,15,0,159.58,0,0,0,0,2,36.2,1012.1
11-03-2019,24,32.2,28,23.4,77.04,37.9,8.1,0,99.88,0,0,0,0,1.9,45.1,1012.7
12-03-2019,24,35,28.7,22.6,72,38.5,8.1,0,237.33,0,0,0,0,2.1,33.4,1012.3
13-03-2019,25,35,29.2,23.8,74.71,43.3,12.8,0,192.79,0,0,0,0,2.1,32.8,1012.6
14-03-2019,23.7,35,29.4,21.5,66.92,36.3,17.2,28.9,161.67,0,0.82,4.17,0,2,32.5,1013.6
15-03-2019,23,34,27.1,21.4,73.13,36.8,15,0,210.79,0,3.28,4.17,0,2.2,73.4,1014.1
16-03-2019,23,33,27.1,19,63.02,34.6,11.4,0,243.04,0,0.16,8.7,0,2.3,41.9,1013.4
17-03-2019,19,34,26.9,21,71.99,39.4,17.2,32.2,157.58,0,28.71,4.17,0,2,46.8,1013.1
18-03-2019,20,31,24.7,19.1,72.89,32.4,9.2,0,218.75,0,1.03,8.33,0,2.2,46.8,1012.8
19-03-2019,23,33,27.3,20.6,68.72,35.3,9.2,0,240.54,0,0,0,0,2.1,24.5,1010
20-03-2019,24,33,27.9,22.9,75.66,39.2,11.4,0,160.75,0,0,0,0,2,34.7,1010.3
21-03-2019,24.7,35,29.1,22,68.34,38.5,11.4,0,208.92,0,0,0,0,2.1,18,1010.9
22-03-2019,23,35,28,23,76.75,40.6,15.9,0,219.04,0,15.58,4.17,0,2.1,38.3,1010.3
23-03-2019,23,35,28.1,18.2,60.29,33.7,9.2,0,202.54,0,0.08,4.17,0,2.3,7.5,1010.4
24-03-2019,22.8,34,27.8,13.1,44.92,31.9,8.1,0,253.17,0,0,0,0,2.4,0.1,1010.6
25-03-2019,21,36,28.3,16.5,52.98,35.1,6.9,0,179,0,0,0,0,2.1,0,1010.3
26-03-2019,24,35,28,19.6,61.98,39.5,19.7,0,202.88,0,0,0,0,2.1,27.2,1011.8
27-03-2019,21,32.7,27,17.9,58.69,33.8,9.2,0,173.42,0,0,0,0,2.4,32.5,1013.4
28-03-2019,24,33.5,28.6,22.6,71.15,38.1,8.1,0,188.96,0,0,0,0,2.2,30.9,1011.8
29-03-2019,25,34,29,23.6,74.48,38.3,15,0,187.79,0,0,0,0,2.4,28.7,1009
30-03-2019,25.7,34,29.3,24.6,77.19,40.6,11.4,0,182.71,0,0,0,0,2.1,35.1,1007.6
31-03-2019,26.9,34,29.7,26.1,81.67,45.3,17.2,0,192.58,0,0,0,0,2.3,44.6,1007
01-04-2019,23,31.9,27.8,23.2,76.52,36.7,18.3,0,134.08,0,0,0,0,2.4,45.8,1009
02-04-2019,25.9,34,29.5,25.4,79.73,43.5,13.9,0,140.08,0,0.11,4.17,0,2.3,44.5,1008
03-04-2019,25,35,29.6,25.1,78.32,43.8,16.1,0,146.92,0,0,0,0,2.2,44.6,1009.2
04-04-2019,26,33,29.2,25.3,80.09,42.1,16.1,0,179.58,0,0,0,0,2.4,51,1009.8
05-04-2019,25,33,28.8,24.7,78.9,43.8,28.9,0,186.17,0,6.56,4.17,0,2.3,62,1008.7
06-04-2019,20,34,27,21.1,71.83,39.4,21.9,0,208.33,0,20.7,8.33,0,2.3,44.1,1009.8
07-04-2019,20,32.1,26.1,21,74.9,35.6,12.8,0,175.46,0,0.24,4.17,0,2.4,46.9,1009.2
08-04-2019,25,32,28.4,20.8,64.88,34.9,123.3,0,192.79,0,0,0,0,2.5,43.6,1007.6
09-04-2019,19,33,27.1,22.1,75.71,42.1,17.2,28.9,181.96,0,13.12,4.17,0,2.2,43.4,1007.6
10-04-2019,21.3,31.6,26.7,22.8,80.09,37.8,16.1,0,166.21,0,6.57,8.33,0,2.2,50.4,1009.5
11-04-2019,26,34,29.3,25.6,81.37,43.5,13.9,0,166.42,0,0,0,0,2.3,56,1008
12-04-2019,26,34.4,29.7,25.9,81.1,47.3,10.3,0,155.83,0,0,0,0,2.2,46.6,1007.6
13-04-2019,25,36,29.6,24.2,74.5,48.7,13.9,0,151.38,0,0,0,0,2.3,29,1007.8
14-04-2019,24,35,29.9,25.4,78.03,46.7,13.9,0,183.5,0,0,0,0,2.4,37.8,1007.2
15-04-2019,27,37,30.9,26.9,80.25,50.2,16.1,0,180.75,0,0,0,0,2.3,40.1,1006.5
16-04-2019,23,36.7,30.6,26.2,78.76,55,17.2,0,136.08,0,0.16,4.17,0,2.2,37.5,1007.2
17-04-2019,24,36,29.4,22.5,68.01,43.2,9.2,0,197.25,0,0,0,0,2.3,28.2,1009.9
18-04-2019,24.7,35,29.6,20.1,58.83,36.9,11.4,0,175.38,0,0,0,0,2.5,10.6,1009.6
19-04-2019,26,34,29.2,20.1,59,35.8,11.4,0,249.75,0,0,0,0,2.3,46.2,1008.6
20-04-2019,24,37,30,19.1,54.51,38.1,10.3,0,254.04,0,0,0,0,2.5,25.9,1006.5
21-04-2019,22,37,29.6,22.5,67.84,44.5,17.2,28.9,210,0,2.46,4.17,0,2.3,37.8,1006
22-04-2019,22,33.4,27.9,21.3,69.78,37,9.2,0,114.83,0,0.87,4.17,0,2.3,28.9,1006.6
23-04-2019,25,37,30.9,22.7,64.96,41,9.2,0,135.46,0,0,0,0,2.5,24.7,1008.2
24-04-2019,26,36,31.1,24,67.86,44.7,10.3,0,169.96,0,0,0,0,2.5,29.6,1008.5
25-04-2019,27.9,36,31.3,24.8,69.57,46.7,13.9,0,198,0,0,0,0,2.6,29.8,1007.7
26-04-2019,24,36,30.4,25.8,77.69,48.1,23,34.4,199.71,0,0,0,0,2.3,38,1005.7
27-04-2019,28,37,32,27.3,77.35,52.5,16.1,0,196.67,0,0,0,0,2.3,38.7,1004.5
28-04-2019,29,38,32.2,27.7,77.87,56.5,18.3,0,190.92,0,0,0,0,2.5,30.9,1004.4
29-04-2019,28.9,37,32,27.1,76.22,55,18.3,0,198.13,0,0,0,0,2.5,25.6,1004.9
30-04-2019,28,37,31.6,25.1,69.81,46,18.3,0,198.46,0,0,0,0,2.8,21.2,1005.4
01-05-2019,28,36,31.8,26.1,73.1,46.7,19.7,0,189.46,0,0,0,0,2.6,39.1,1005.2
02-05-2019,28,35,31,26.2,76.36,46.7,15,0,165.17,0,0,0,0,2.5,66.4,1005.4
03-05-2019,24,30,27.1,25.3,90.23,42.2,16.1,0,101.63,0,20.71,20.83,0,2.1,75.8,1002.9
04-05-2019,24,28.8,25.9,23.8,88.85,33,19.7,0,227.79,0,44.37,12.5,0,2,69.2,1004.3
05-05-2019,24,36,29.7,25.2,78.68,46.7,13.9,0,181.92,0,0,0,0,2.2,48.5,1006.8
06-05-2019,28,40,32.2,25.4,71.93,47.3,15,0,217.38,0,0,0,0,2.3,27.3,1004.7
07-05-2019,27,39,32,26.3,74.28,52.2,12.8,0,198.13,0,0,0,0,2.3,16.3,1003.1
08-05-2019,26.3,40,32.5,27.2,76.28,52.9,13.9,0,194.75,0,47.57,4.17,0,2.2,17.6,1002
09-05-2019,28,39,32.7,28.2,78.99,57.8,15,0,191.08,0,0,0,0,2.2,24.5,1001.3
10-05-2019,29,38,32.5,28.2,79.22,57.8,18.3,0,186.5,0,0,0,0,2.3,24.1,1003.2
11-05-2019,29.4,37,32.2,27.8,78.18,56.5,17.2,0,193.33,0,0,0,0,2.4,28.1,1005.2
12-05-2019,29.9,36,32.1,27.5,77.76,50.2,17.2,0,192.58,0,0,0,0,2.4,45.8,1004.7
13-05-2019,21,36,31.1,26.9,79.43,50.2,16.1,27.7,175.75,0,0,0,0,2.3,48.4,1004.4
14-05-2019,21,35,28.5,24.1,78.07,48.7,13.9,0,151.79,0,16.55,12.5,0,2.2,49.7,1005.4
15-05-2019,24,36,30.1,25.3,76.39,48.7,15,0,164.88,0,0,0,0,2.5,36.8,1005.6
16-05-2019,26,36.3,31.4,26.1,75.21,48.1,15,0,161,0,0,0,0,2.5,28.8,1006.1
17-05-2019,28,37,32.1,27.9,79.51,52.8,15,0,185.21,0,0,0,0,2.3,35.9,1004.6
18-05-2019,29,37,32.4,28.5,80.99,56.5,15,0,183.79,0,0,0,0,2.4,39.3,1004.1
19-05-2019,29,37,31.9,27.4,78.11,56.5,13.9,0,173.04,0,0,0,0,2.3,44.2,1005.9
20-05-2019,29,36.2,32.2,27.4,76.84,50.2,16.1,0,184.67,0,0,0,0,2.2,46.7,1006.7
21-05-2019,28,37,32,27.7,78.81,51.5,12.8,0,194.46,0,0,0,0,2.3,40,1005.9
22-05-2019,29.2,36.1,32,27.5,77.7,52.5,17.2,0,188.25,0,0,0,0,2.4,45.5,1004.5
23-05-2019,25,35,30.7,25.8,75.76,46.7,17.2,0,159,0,0,0,0,2.5,50.8,1005.2
24-05-2019,28.7,37,32.1,26.5,72.68,51.5,16.1,0,192.92,0,0,0,0,2.4,46.6,1003.3
25-05-2019,22,33,28.7,25.2,81.74,45.8,26.4,0,179.92,0,9.94,12.5,0,2.2,62.1,1002.2
26-05-2019,24,36,30.5,26.9,81.81,53.8,13.9,0,179.33,0,0,4.17,0,2.5,46.5,1003
27-05-2019,29,37,32.2,28,79.52,53.9,16.1,0,190.58,0,0,0,0,2.4,32.3,1003
28-05-2019,27,37,31.9,27.1,77.04,51.5,13.9,0,176.04,0,0,0,0,2.4,35.9,1003.1
29-05-2019,28,37,32.1,27.6,78.41,52.3,13.9,0,171.29,0,0,0,0,2.3,25.3,1002.3
30-05-2019,28,36,31.4,27.4,79.98,50.9,17.2,0,176.67,0,0,0,0,2.4,39.2,1002
31-05-2019,25,36,31,26.5,78.14,48.1,16.1,0,182.79,0,0.82,8.33,0,2.4,53.2,1003
01-06-2019,26,37,31.4,26.4,75.87,49.5,13.9,0,160.58,0,0,0,0,2.4,44.5,1003.2
02-06-2019,23,35,28.9,25.9,84.66,47.2,18.3,0,167.75,0,0.33,8.33,0,2.2,56.3,1003.8
03-06-2019,25,35,29.8,24.6,74.85,44,11.4,0,160.83,0,2.34,4.17,0,2.5,48.1,1003.6
04-06-2019,27.7,35,30.8,26.3,77.31,45.8,13.9,0,190.33,0,0,0,0,2.5,51.5,1003
05-06-2019,25,32,28.3,26.1,87.85,44.1,13.9,0,157.88,0,8.22,8.33,0,2.2,74.1,1002
06-06-2019,25,33,28.6,26,86.42,44.1,9.2,0,105.42,0,0.19,4.17,0,2.3,63.5,1002.8
07-06-2019,26,31,28.5,26.1,86.77,40.6,9.2,0,111.96,0,0,0,0,2.3,57.8,1004
08-06-2019,26,35,30.1,26.3,80.9,45.3,9.2,0,93.21,0,0.06,4.17,0,2.6,51.1,1002.8
09-06-2019,28,36,31.8,27.3,78.53,48.5,11.4,0,191.08,0,0,0,0,2.4,52.5,1001.1
10-06-2019,28,37,32.2,27.9,79.37,53.9,13.9,0,178,0,0,0,0,2.3,47.4,999.9
11-06-2019,29,37,32.3,27.4,76.74,51.5,13.9,0,164.96,0,0,0,0,2.4,43.2,999.9
12-06-2019,24.8,36.2,31.8,27.7,79.59,55,17.2,28.9,148.21,0,0,0,0,2.4,51.2,1000.2
13-06-2019,24,35.6,30.3,26,79.37,47.4,9.2,0,145.13,0,17.4,8.33,0,2.3,40.7,999.1
14-06-2019,27.9,39,33,27.8,75.7,55.5,9.2,0,179.92,0,9.02,4.17,0,2.2,42.4,997.9
15-06-2019,28,33,30.4,27.2,83.19,46.2,17.2,0,175.67,0,0.19,4.17,0,2.3,70.5,998.5
16-06-2019,28,39,32.2,26.9,75.15,52.2,17.2,0,188.92,0,0,0,0,2.6,24.5,998.4
17-06-2019,28,37,32.2,27.4,76.81,49.5,11.4,0,194,0,0,0,0,2.4,47,998.7
18-06-2019,27,35.4,30.8,27.9,85.26,50.6,17.2,0,139.54,0,11.37,4.17,0,2.2,55.7,999.3
19-06-2019,26,37.1,31.3,27.7,82.42,59.3,9.3,0,128.75,0,11.48,4.17,0,2.2,57.6,999.5
