date_time,minTemp,maxTemp,tempC,dewPoint,humidity,heatIndex,windSpeed,windGust,windDirection,windChill,precipitation,precipitationCover,snowDepth,visibility,cloudCover,sealevelPressure
20-06-2019,27.7,36,31.2,27.5,81.48,52.5,9.2,0,106.71,0,0.18,8.33,0,2.4,56,1000.8
21-06-2019,27,32,29.2,27.3,89.54,44.1,12.8,0,77.08,0,3.34,16.67,0,2.3,63.7,1000.5
22-06-2019,27,35,30.2,26.6,81.9,45.8,17.2,0,164.25,0,4.95,8.33,0,2.2,45.4,1002.2
23-06-2019,27,36,30.7,26.7,80.05,46.7,16.1,0,162.5,0,9.75,8.33,0,2.6,36.5,1003.3
24-06-2019,27,35.2,31.1,27.2,80.63,48.7,12.8,0,189.29,0,0,4.17,0,2.4,44.9,1004.2
25-06-2019,29,37,32.1,26.9,75.04,49.5,17.2,0,205.79,0,0,0,0,2.5,43.8,1004
26-06-2019,29,36,31.9,26.6,74.56,48.2,18.3,0,203.63,0,0,0,0,2.8,43.7,1002
27-06-2019,29.5,35,31.9,27.1,76.42,48.7,15,0,202.48,0,0,0,0,2.5,61,999.8
28-06-2019,29,32.1,30.5,26.6,80.07,42.4,11.4,0,199.13,0,0.25,8.33,0,2.4,66,998.4
29-06-2019,25,35.1,29.7,26.5,84.03,48.7,11.4,0,111.54,0,1.02,8.33,0,2.1,71.2,997.9
30-06-2019,26,35,29,26.3,86.21,46.7,8.1,0,72.21,0,2.44,8.33,0,2.1,52.9,997.6
01-07-2019,27,32,28.7,26.5,88.4,44.1,11.4,0,68.29,0,14.8,12.5,0,2.2,56.8,995.7
02-07-2019,27,32,28.2,26.4,90.12,46.2,10.3,0,117.87,0,21.2,8.7,0,2.2,66.4,996.8
03-07-2019,26,33,29.3,26.7,86.35,43.8,11.4,0,155.35,0,0.97,8.7,0,2.5,60.3,998.9
04-07-2019,27,35,31,26.7,78.82,46.7,9.2,0,185.71,0,0,0,0,2.4,56.8,997.8
05-07-2019,27,32.6,29.3,26.9,87.21,44.1,10.3,0,95.33,0,0.21,8.33,0,2.1,62.6,995.1
06-07-2019,27,31.1,28.7,26.8,89.86,42.2,13.9,0,170.38,0,0.28,8.33,0,2,68.8,993.6
07-07-2019,27,32,29.2,26.1,83.38,42.3,13.9,0,214.75,0,0,0,0,2.3,69.8,996.3
08-07-2019,28.6,35,30.6,26.9,81.34,46.7,16.1,0,199.75,0,0.73,4.17,0,2.2,72.3,998.5
09-07-2019,29,35,31,27.1,80.4,47.3,19.7,0,203.63,0,0,0,0,2.4,64.2,999.1
10-07-2019,26,34,30.1,26.8,83.12,47.3,13.9,0,205.58,0,0.82,4.17,0,2.4,65.3,999.1
11-07-2019,28,32,29.9,27.1,84.86,42.4,17.2,0,206.58,0,0,0,0,2.3,74.8,1001.5
12-07-2019,28,33.6,30.3,26.9,82.62,43.9,15,0,205.54,0,0,0,0,2.4,68.3,1002.8
13-07-2019,28,36,31.5,27.3,79.01,48.7,13.9,0,213.92,0,0,4.17,0,2.3,60.4,1002.1
14-07-2019,29,37,32.4,27,74.47,51.5,13.9,0,217.92,0,0,0,0,2.2,55.8,1000.3
15-07-2019,29,38,32.5,26.7,72.47,49.1,10.3,0,212.71,0,0,0,0,2.2,50.4,999.6
16-07-2019,27.4,37,30.1,26.8,83.02,50.2,11.4,0,176.71,0,43.53,8.33,0,2.1,54.8,1001.1
17-07-2019,26.9,36.1,31.6,26.5,75.33,52.5,11.4,0,88.71,0,0,0,0,2.2,38,1001.1
18-07-2019,28.8,35.5,31.8,26.9,76.15,48.7,10.3,0,105.88,0,0,0,0,2.4,40.8,1000.9
19-07-2019,27,36,31.4,25.8,73.61,46.3,12.8,0,125.46,0,0.01,4.17,0,3,41.4,1001.8
20-07-2019,27,36,31.3,26.6,77.19,46.7,13.9,0,163.96,0,0.02,8.33,0,2.5,41.4,1003.5
21-07-2019,28,36,31.6,26.5,75.91,48.1,15,0,195.71,0,5.67,4.17,0,2.5,46.8,1003.6
22-07-2019,28,36,31.4,26.6,76.37,48.1,16.1,0,201.92,0,0.36,4.17,0,2.5,49.9,1003
23-07-2019,28,36,31.5,26.3,75.32,48.1,17.2,0,196.46,0,0.02,4.17,0,2.6,48.4,1002.1
24-07-2019,27,35.7,30.6,26.4,79.57,46.7,11.4,0,177.25,0,0,0,0,2.6,62.6,1001.8
25-07-2019,27,34,29.8,26.2,81.54,44.3,10.3,0,153.83,0,0.05,8.33,0,2.3,70.2,1001.3
26-07-2019,26,31,28.2,26.5,90.8,40.6,9.2,0,100.92,0,8.46,12.5,0,2.1,76.6,999
27-07-2019,26,32,28.5,26.1,87.22,42.3,10.3,0,89.75,0,3.52,16.67,0,2.4,68.1,998.4
28-07-2019,26,32.1,28.2,26.2,89.12,42.3,13.9,0,100,0,9.75,8.33,0,2.4,57.6,999
29-07-2019,26,29,27.2,25.9,92.29,36.8,17.2,0,133.33,0,23.77,16.67,0,2.1,69.1,1000.6
30-07-2019,26,32.7,28.6,26.3,87.63,44.1,13.9,0,169.79,0,4.43,12.5,0,2.2,62.4,1002.4
31-07-2019,27,32,29.1,26.3,85.59,42.3,10.3,0,178,0,1.71,12.5,0,2.5,63.7,1001.2
01-08-2019,27,33,29.6,26.1,82.34,43.8,11.4,0,163.08,0,0,0,0,2.3,46.8,1000.1
02-08-2019,27,34,29.4,26.6,85.48,47.3,11.4,0,116.88,0,3.3,12.5,0,2.5,51.2,998.6
03-08-2019,27,33,29.3,26.7,85.96,43.8,8.1,0,114.52,0,0.13,12.5,0,2.4,61.7,998
04-08-2019,27,33,29.2,27,88.48,46.6,6.9,0,201.67,0,12.15,8.33,0,2.2,62.8,996.8
05-08-2019,27.8,36,30.9,27.4,82.71,48.1,9.2,0,127.63,0,0,4.17,0,2.2,62.3,995.1
06-08-2019,26,33,28.6,26.8,90.22,45.8,15,0,95.17,0,1.34,12.5,0,2.2,72.5,992.8
07-08-2019,26,30,27.2,26,93.16,40.4,16.1,0,102.67,0,29.59,25,0,1.9,77.6,991
08-08-2019,26,28.8,26.9,25.8,94.03,35.9,12.8,0,160.46,0,46.99,20.83,0,2,74.9,995.9
09-08-2019,26,33,29.5,26.5,84.67,45.8,10.3,0,148.67,0,0,0,0,2.2,55.7,1000.3
10-08-2019,27,35,30.1,27.3,85.37,48.7,6.9,0,179.75,0,8.1,4.17,0,2.1,56.4,999.7
11-08-2019,27,36,30.7,27.2,82.4,51,9.2,0,158.67,0,0.36,4.17,0,2.1,60.1,998.3
12-08-2019,27,31.3,28.5,26.7,89.75,42.4,8.1,0,173.83,0,8.14,8.33,0,2.2,75.1,997.2
13-08-2019,26,29.1,27.2,25.9,92.79,36.9,11.4,0,130.17,0,24.33,12.5,0,2.1,79.7,999
14-08-2019,26,31.6,28.5,26.6,90.08,42.4,13.9,0,161.25,0,35.42,12.5,0,2.1,73.4,1002.9
15-08-2019,25,29.4,27.2,26.3,94.46,39.2,13.9,0,178.88,0,19.31,12.5,0,2,75.5,1004.7
16-08-2019,24,32.8,28.3,26.8,92.01,46.6,9.2,0,168.33,0,83.57,8.33,0,1.9,79.4,1003.2
17-08-2019,24,26.4,25.6,25,96.16,0,9.2,0,208.46,0,73.12,20.83,0,1.6,75.4,1003.2
18-08-2019,25,29.1,26.8,25.5,92.66,36.8,12.8,0,151.92,0,10.73,16.67,0,2,73.3,1003.9
19-08-2019,26,33.3,29.4,26.1,83.24,44.3,16.1,0,170.92,0,0.21,4.17,0,2.4,47.9,1004.8
20-08-2019,27,33,28.9,26.9,89.39,45.8,10.3,0,159.33,0,0.57,4.17,0,2.2,60.6,1003.6
21-08-2019,26,34.6,30.3,27.2,83.7,49.5,10.3,0,134.13,0,0.01,4.17,0,2.2,50.9,1002.2
22-08-2019,25,35,29.6,26.5,84.68,48.7,10.3,0,123.96,0,31.3,8.33,0,2.1,59,1001.8
23-08-2019,25,32.1,28.8,26.4,87.3,44.1,15,0,108.54,0,0.28,4.17,0,2.2,64.5,1002.2
24-08-2019,26,29,27.5,26.2,92.94,36.9,6.9,0,109.67,0,12.23,12.5,0,2.2,69,1002.4
25-08-2019,25,30,27.3,26,92.53,40.4,10.3,0,74.96,0,14.63,12.5,0,2,73.1,1001.8
26-08-2019,26,32,27.7,26,90.81,42.3,12.8,0,113.33,0,1.7,12.5,0,2.1,60.9,1001.5
27-08-2019,26,33,28.6,26.4,87.91,45.8,11.4,0,125.67,0,0.41,4.17,0,2.2,61.4,1001.3
28-08-2019,26,33,29.2,26.9,87.64,46.5,10.3,0,100.38,0,10.81,12.5,0,2.1,58.6,1002.6
29-08-2019,26,33,28.6,26.8,90.13,45.8,9.2,0,109.04,0,16.22,4.17,0,2.1,57,1003.4
30-08-2019,26,35,30.1,26.7,83.09,48.7,8.1,0,117.58,0,0.25,4.17,0,2.3,44.3,1001.4
31-08-2019,27,34,30.5,26.7,80.88,47.3,9.2,0,107.88,0,0,0,0,2.3,51.7,1000.6
01-09-2019,26,34,29.6,26.8,85.76,47.3,9.2,0,159.21,0,18,12.5,0,2.2,72.3,1001.1
02-09-2019,26,34,29,26.5,87.13,47.3,17.2,0,96,0,14.76,8.33,0,2.3,61.1,1000.4
03-09-2019,26,31.1,28.2,26.5,90.94,44.3,10.3,0,83.63,0,22.16,8.33,0,2.2,68.9,999.6
04-09-2019,27,32,29.1,26.9,88.44,46.2,11.4,0,93.79,0,0.81,4.17,0,2.2,62.1,999.3
05-09-2019,27,33,29.1,26.8,87.48,44.1,12.8,0,91.75,0,2.52,12.5,0,2.5,59,999
06-09-2019,27,33,29.4,26.6,85.63,45.8,12.8,0,95.96,0,12.16,12.5,0,2.3,55.6,998
07-09-2019,27,31,27.9,26.6,92.52,40.6,12.8,0,110.5,0,11.58,16.67,0,2,72.1,998.9
08-09-2019,26,30.1,27.6,26.6,94,40.3,9.2,0,152.13,0,7.68,20.83,0,2.1,68.7,1001.1
09-09-2019,26.8,33.4,29.6,27,86.56,45.8,13.9,0,177.5,0,12.32,8.33,0,2.3,60.2,1001.2
10-09-2019,27,32.9,29.3,27.2,88.86,44.3,8.1,0,181.54,0,0,0,0,1.9,66.1,1001.6
11-09-2019,26.2,30,28.4,27.2,93.06,42.2,8.1,0,182.38,0,33.91,12.5,0,2,72.2,1002.7
12-09-2019,25,29,27.2,25.8,92.43,36.8,13.9,0,155.71,0,13.7,16.67,0,1.9,73.5,1005.4
13-09-2019,27,32,28.5,26.7,90.05,44.1,15,0,181.46,0,0.08,4.17,0,2.2,66,1006.5
14-09-2019,26,34,29.6,26.7,84.74,44.1,13.9,0,183.79,0,0.16,4.17,0,2.2,55.9,1006.1
15-09-2019,27,34,30.4,26.9,82.55,47.3,9.2,0,196.92,0,0,0,0,2.4,48.6,1005.6
16-09-2019,27,34,30.2,26.9,83.47,47.3,12.8,0,173.58,0,0,0,0,2.2,54.3,1004.8
17-09-2019,27,35,30.2,26.1,79.55,45.3,9.2,0,151.17,0,0,0,0,2.5,44.3,1006.5
18-09-2019,26,34,29.2,26.3,84.86,45.1,11.4,0,101.96,0,1.62,4.17,0,2.3,56,1008.9
19-09-2019,27,34,30.2,26.6,82.21,47.3,9.2,0,117.92,0,1.07,4.17,0,2.4,45.6,1009.3
20-09-2019,27.6,35,30.1,27,83.94,47.3,13.9,0,130.13,0,25.12,8.33,0,2.3,54,1008.3
21-09-2019,25,34,28,25.6,87.8,42.3,11.4,0,141.42,0,8.88,4.17,0,2.1,50.5,1007.7
22-09-2019,25,33,28.4,25.9,87.09,45.8,10.3,0,107.54,0,0.81,8.33,0,2.2,62.8,1009.2
23-09-2019,27,32,28.6,26.6,88.82,44.1,11.4,0,99.67,0,2.48,8.33,0,2.3,63.6,1010.1
24-09-2019,24,30,26.1,25,93.79,38.8,12.8,0,120.79,0,62.44,25,0,2,77.8,1011.3
25-09-2019,24,26.2,25.1,24.3,95.24,0,6.9,0,93.29,0,20.89,16.67,0,2,74.7,1014.2
26-09-2019,23,30,25.9,24.5,92.01,38.8,7.2,0,101.04,0,7.49,16.67,0,1.8,74.3,1015.6
27-09-2019,24,29.6,26.6,25,91.15,36.8,6.9,0,113.25,0,3.26,16.67,0,2,73.3,1014.4
28-09-2019,24,29,25.7,24.5,93.34,36.8,16.1,0,63.54,0,4.93,12.5,0,1.9,76.6,1013.1
29-09-2019,23,28.1,25.4,24.1,92.99,33.6,6.9,0,126.5,0,31.37,12.5,0,2.1,67.6,1013.1
30-09-2019,24,31.4,27,24.7,87.81,40.6,10.3,0,185.58,0,3.1,8.33,0,2.2,67.6,1009.5
01-10-2019,25,33,28.8,25.7,83.55,43.8,9.2,0,206.5,0,0,0,0,2.2,56.6,1008.3
02-10-2019,26,34,29.6,26.1,82.35,45.8,8.1,0,168.5,0,0,0,0,2,46.9,1009
03-10-2019,24,33,28.3,25.7,86.59,42.3,12.8,0,126.5,0,5.34,16.67,0,2,63.5,1009
04-10-2019,26,33.2,29.1,26.1,84.46,43.8,11.4,0,174.04,0,0.45,8.33,0,2.1,54.6,1008.6
05-10-2019,26,33,28.1,26.2,90.11,44.3,12.8,0,131.25,0,6.77,8.33,0,1.9,55.5,1008.7
06-10-2019,26,34,28.8,26.3,86.98,45.8,10.3,0,90.67,0,0.57,4.17,0,1.9,63,1009.7
07-10-2019,25,29.6,26.7,25,90.1,35.4,10.3,0,144.17,0,0,0,0,2,66.9,1010.3
08-10-2019,24,31,27.5,24.8,85.71,40.6,10.3,0,86.42,0,0,0,0,2.1,57.8,1010.8
09-10-2019,23,27.4,24.6,23.7,94.79,31.4,8.1,0,103.38,0,52.55,16.67,0,1.9,74.9,1010.5
10-10-2019,24,30,26.3,24.3,89.1,37.4,8.1,0,150.25,0,4.58,8.33,0,2.3,63.1,1009.7
11-10-2019,24,31.8,27.5,24.7,85.6,39.1,9.2,0,84.33,0,0,0,0,2.4,33.9,1010
12-10-2019,24,32.2,28.2,24.7,82.06,40.6,6.9,0,75.88,0,0,0,0,2.2,30.9,1010.8
13-10-2019,25,32,28,25,84.6,40.6,6.9,0,178.58,0,0.41,4.17,0,1.9,34,1011.3
14-10-2019,24,32,27.7,23.4,78.55,37.9,46.1,0,132.42,0,0,0,0,1.9,24.6,1012.1
15-10-2019,24,33,28.1,23.3,76.98,38.1,6.9,0,95.79,0,0,0,0,2.1,21.3,1012.5
16-10-2019,24,32,27.4,24.4,84.57,39.2,9.2,0,52.17,0,0,0,0,1.9,36.5,1012.9
17-10-2019,25,32,27.2,25.1,88.68,44.1,5.8,0,97,0,4.09,8.7,0,1.9,43.5,1012.8
18-10-2019,24,33,28.8,25.3,82.43,43.8,5.8,0,88,0,0,0,0,1.8,35.3,1012.7
19-10-2019,25,34,29.2,25.4,81.15,45.3,6.9,0,54.46,0,0,0,0,2.1,31.5,1013.2
20-10-2019,25,33,29,24.9,79.99,42.1,6.9,0,100.08,0,0,0,0,2,30.3,1012.4
21-10-2019,25,32.1,28.4,25.2,83.63,42.3,8.1,0,219,0,0,0,0,1.8,20.3,1010.7
22-10-2019,25,32.1,28.3,24.7,82.1,39.2,8.1,0,140.71,0,0,0,0,1.9,32.1,1009.3
23-10-2019,23,31.7,26.8,24.2,86.23,38.5,8.1,0,92.13,0,5.05,8.33,0,1.6,61.5,1009.5
24-10-2019,20,24.5,22.8,21.9,94.63,0,9.2,0,44.21,0,16.51,25,0,1.6,79.4,1011.2
25-10-2019,20,24.7,22.4,21.7,95.87,0,10.3,0,146.92,0,29.96,29.17,0,1.7,77.7,1009.6
26-10-2019,21,26.3,23.3,22.1,92.97,0,8.1,0,219.88,0,0,0,0,2,72.7,1011.4
27-10-2019,22,29.1,25,22.4,86.04,33.6,8.1,0,174.58,0,0,0,0,2.3,38.1,1012.2
28-10-2019,21,30,24.9,21.5,82.28,33.3,9.2,0,201.42,0,0,0,0,2.1,19.2,1013
29-10-2019,21,30,25,21.6,81.91,34.1,8.1,0,177.42,0,0,0,0,2,17.7,1012.8
30-10-2019,22,30,25.8,22.2,81.18,34.1,8.1,0,109.79,0,0,0,0,1.8,18.6,1011.6
31-10-2019,22,30.1,25.7,21.6,79.54,33,8.1,0,140.08,0,0,0,0,1.7,8.6,1011.1
01-11-2019,22,31,26.1,22,79.23,35.5,8.1,0,153.46,0,0,0,0,1.7,23.5,1011.2
02-11-2019,22,31,26.3,22.2,79.85,35.5,9.2,0,229.46,0,0,0,0,1.8,26.5,1011.6
03-11-2019,23,31,26.9,22.5,77.73,36.5,9.2,0,150.71,0,0,0,0,1.9,43.5,1011.5
04-11-2019,23,32,26.7,22.5,79.09,36.8,8.1,0,183.13,0,0,0,0,2,14.7,1011.6
05-11-2019,22,31,26.4,22.1,79.06,35.5,8.1,0,167.25,0,0,0,0,1.5,2.5,1010.1
06-11-2019,20,30,24.8,19.7,75.14,31.3,9.2,0,146.17,0,0,0,0,1.4,34.5,1009.3
07-11-2019,19,28.7,23.8,18.8,74.85,29.2,10.3,0,205.21,0,0,0,0,1.8,40.2,1009.4
08-11-2019,22,25.8,23.2,21.3,89.65,0,9.2,0,64.21,0,9.44,20.83,0,1.8,71.9,1010.1
09-11-2019,22,23.7,22.5,21.8,95.94,0,17.2,0,45.58,0,85,25,0,1.5,87.9,1006.8
10-11-2019,23,26.5,24.1,22.6,91.47,0,18.3,0,194.71,0,89.37,12.5,0,2,64.5,1006.6
11-11-2019,21,29,24.8,22.3,86.04,33.6,9.2,0,222,0,0,4.17,0,2.1,35.9,1010.2
12-11-2019,21,29,24.6,20.6,79.85,31.3,8.1,0,127.25,0,0,0,0,1.7,15.1,1012.9
13-11-2019,19,29,23.7,19.5,79,30.8,6.9,0,170.42,0,0,0,0,1.7,2.8,1014.7
14-11-2019,20,29,24.3,20.3,79.16,32,6.9,0,134.17,0,0,0,0,1.9,18.5,1014.4
15-11-2019,21,31,25.2,20.7,77.52,33.7,5.8,0,139.5,0,0,0,0,2,2.6,1013.4
16-11-2019,20,30,24.6,20.7,80.51,32.6,6.9,0,93.5,0,0,0,0,2,0.8,1013.3
17-11-2019,19,30,24.1,19.6,77.78,31.3,8.1,0,125.75,0,0,0,0,1.8,1.2,1013.1
18-11-2019,19,30,24.1,19.2,75.83,31.3,6.9,0,83.71,0,0,0,0,1.7,0.1,1013.2
19-11-2019,19,28.3,23.7,17.8,71.46,29.8,9.2,0,200.79,0,0,0,0,1.9,0.4,1013.5
20-11-2019,18,28.5,22.6,16.6,71.44,28.8,5.8,0,85.88,0,0,0,0,2.1,1.1,1014.3
21-11-2019,17,28,22.3,16.9,73.25,28.6,9.2,0,93.71,0,0,0,0,1.9,2,1014.9
22-11-2019,18,28,22.6,17.4,73.49,28.6,8.1,0,147.92,0,0,0,0,1.8,1.6,1015.1
23-11-2019,18,27.6,22.7,18.5,78.62,28.7,4.7,0,157.25,0,0,0,0,1.6,0.1,1014.6
24-11-2019,18,28,22.5,18,77.56,28.9,5.8,0,99.96,0,0,0,0,1.5,0.1,1014.2
25-11-2019,18,29,23,19.3,80.71,30.8,6.9,0,74.63,0,0,0,0,1.5,1.1,1014.8
26-11-2019,19,29,23.6,20.1,82.16,31.4,5.8,0,40.75,0,0,0,0,1.5,0.1,1014.4
27-11-2019,19,29,23.6,20.2,82.08,31.5,6.9,0,69.42,0,0,0,0,1.5,0.1,1014.6
28-11-2019,19,29.1,23.8,20.1,81.53,31.6,6.9,0,129.5,0,0,0,0,2,0.1,1014.5
29-11-2019,18,29.2,23.9,19.8,78.98,31.4,5.8,0,123.21,0,0,0,0,2,0.4,1014.2
30-11-2019,18,29,23.5,19.5,79.83,30.8,6.9,0,122.46,0,0,0,0,1.9,8.1,1014.2
01-12-2019,18,27.1,22.7,18.3,77.59,27.9,9.2,0,99,0,0,0,0,1.8,22.5,1015.2
02-12-2019,18,27.8,22,15.7,70.27,27.8,9.2,0,146.71,0,0,0,0,1.9,19.9,1015.3
03-12-2019,15,26.2,20.6,15.5,74.13,0,8.1,0,133.42,0,0,0,0,1.8,0.1,1015.5
04-12-2019,15,25.8,20.3,14.2,70.45,0,9.2,0,202.21,0,0,0,0,1.7,2.7,1017.2
05-12-2019,15,26.4,20.5,15.9,76.72,0,8.1,0,239.21,0,0,0,0,1.8,0,1017.5
06-12-2019,15,28,22,17.3,76.56,28.9,6.9,0,117.5,0,0,0,0,1.9,21.1,1017.6
07-12-2019,18,28.5,23.2,17.7,73.4,29.7,5.8,0,62.88,0,0,0,0,2.1,40.7,1016.7
08-12-2019,20,29,23.7,17.6,70.12,29.5,8.1,0,150.33,0,0,0,0,1.9,38.5,1016.4
09-12-2019,18,27.6,22.4,16.4,70.06,28.2,9.2,0,104.5,0,0,0,0,1.9,15.9,1016
10-12-2019,17,27.3,21.1,14.9,69.42,27.3,5.8,0,23.54,0,0,0,0,1.9,36.2,1014.3
11-12-2019,16,27,21.1,16.8,78.2,27.9,5.8,0,78.29,0,0,0,0,1.7,28.2,1013.7
12-12-2019,16,26.1,21.3,18.4,84.23,0,4.7,0,48.58,0,0,0,0,1.7,26.9,1014.9
13-12-2019,16,27,21.5,18,81.88,28.2,5.8,0,62.63,0,0,0,0,1.4,19.2,1016.4
14-12-2019,18,27.3,22,18.7,82.79,28.6,5.8,0,78.63,0,0,0,0,1.2,23,1017
15-12-2019,16,26.1,20.9,17.9,84,0,6.9,0,228.63,0,0,0,0,1.6,14.3,1016.6
16-12-2019,16,25.3,20.5,16.6,79.42,0,8.1,0,142.78,0,0,0,0,1.8,19.1,1016.4
17-12-2019,17,24.5,20.2,16.4,79.42,0,8.1,0,188.79,0,0,0,0,1.8,35.7,1017.2
18-12-2019,13,21.5,17.1,12.9,77.58,0,11.4,0,225.79,0,0,0,0,1.7,1.1,1018.2
19-12-2019,9,20.6,15,9.9,73.28,0,8.1,0,264.96,7.9,0,0,0,1.7,0.4,1016.4
20-12-2019,10,21.1,15,10.4,75.8,0,6.9,0,231.46,9.6,0,0,0,1.6,0.4,1015
21-12-2019,11,21.1,14.8,12,84.34,0,8.1,0,169.96,0,0,0,0,1.2,12.2,1015.6
22-12-2019,10,19.2,14.3,12.1,87.16,0,8.1,0,98.04,9.6,0,0,0,1.1,19.4,1016.1
23-12-2019,12,22.2,16.6,14,85.55,0,9.2,0,196.63,0,0,0,0,1.2,47.7,1016.6
24-12-2019,12,22.1,16.6,13.2,82.21,0,9.2,0,206.75,0,0,0,0,1.2,7.4,1017.1
25-12-2019,12,24,18,13.3,75.36,0,5.8,0,56.25,0,0,0,0,1.5,11.9,1016.1
26-12-2019,12,18.2,15.5,13,85.8,0,9.2,0,108.17,0,0.81,8.33,0,1.2,59.3,1015.8
27-12-2019,12,19.1,14.6,12.4,87.05,0,6.9,0,162.96,0,9,12.5,0,1.3,57.8,1015.5
28-12-2019,9,19.6,14.2,11.4,83.74,0,9.2,0,256.29,8.5,0,0,0,1.3,2.5,1017.3
29-12-2019,10,22.3,15.7,10.7,73.52,0,9.2,0,263.21,8.8,0,0,0,1.7,2.1,1016.7
30-12-2019,9,22.2,15.4,11.5,78.45,0,9.2,0,200.21,7.9,0,0,0,1.5,19.5,1017.2
31-12-2019,10,23.2,16.5,12.2,77.41,0,5.8,0,231.38,0,0,0,0,1.5,0.1,1018
01-01-2020,12,24.1,17.9,13.5,76.82,0,6.9,0,168,0,0,0,0,1.6,7.9,1019.3
02-01-2020,14,25,19.3,15.3,78.72,0,8.1,0,140.67,0,0,0,0,1.6,56.7,1019.6
03-01-2020,15,18,16.7,15.8,94.46,0,12.8,0,136.26,0,25.28,26.09,0,1.5,78.7,1017.7
04-01-2020,15,19,16.7,15.5,92.74,0,6.9,0,77.29,0,2.53,8.33,0,1.5,62.6,1015.5
05-01-2020,14,20,16.5,15.3,92.45,0,8.1,0,165.17,0,0,0,0,1.1,43.5,1016.1
06-01-2020,10,21.3,15.6,12.3,82.34,0,9.2,0,147.38,0,0,0,0,1.4,0.1,1018.8
07-01-2020,11,20.6,15.4,12.3,83.21,0,9.2,0,194.04,0,0,0,0,1.3,1.2,1017
08-01-2020,10,23.3,16.9,13.3,80.93,0,9.2,0,56,0,0,0,0,1.5,25.9,1015.7
09-01-2020,15,21.9,17.8,15.7,87.49,0,5.8,0,62.08,0,0.39,12.5,0,1.3,67.6,1015.4
10-01-2020,14,21.6,17.3,13.3,78.51,0,11.4,0,248.79,0,0,0,0,1.6,33.3,1016.7
11-01-2020,11,19.8,15.2,11.6,79.68,0,9.2,0,194.17,0,0,0,0,1.8,20,1017.7
12-01-2020,11,22,16.2,11.3,74.63,0,11.4,0,245.08,0,0,0,0,1.6,1,1014.9
13-01-2020,11,22.2,16.7,10.7,69.91,0,8.1,0,189.08,0,0,0,0,1.6,0,1013.2
14-01-2020,11,24.6,17.6,11.4,69.66,0,5.8,0,100.92,0,0,0,0,1.6,0,1013.8
15-01-2020,13,26,18.8,13.5,73.63,0,6.9,0,92.29,0,0,0,0,1.4,0,1015
16-01-2020,12,27.1,19.7,15.2,77.16,27.7,5.8,0,53.08,0,0,0,0,1.4,1.3,1015
17-01-2020,15,28.1,21.2,15.7,74.08,29.2,6.9,0,53.04,0,0,0,0,1.5,0,1015.4
18-01-2020,15,28.1,21.6,14.7,68.45,28.3,5.8,0,124.58,0,0,0,0,1.8,2.3,1014.9
19-01-2020,16,25.9,20.3,16.3,78.83,0,9.2,0,231.79,0,0,0,0,1.8,10.1,1015
20-01-2020,15,21.8,17.9,13.8,77.97,0,9.2,0,161.71,0,0,0,0,1.6,19.5,1017.1
21-01-2020,12,23.2,17.3,12.4,74.31,0,8.1,0,89.92,0,0,0,0,1.7,2.2,1018.8
22-01-2020,12,25,18.5,13.7,75.63,0,5.8,0,119.5,0,0,0,0,1.6,0.3,1018.1
23-01-2020,15,23.5,19,15.6,81.35,0,5.8,0,116.04,0,0,0,0,1.2,31.9,1015.9
24-01-2020,14,23,17.8,10.4,65.17,0,11.4,0,163.17,0,0,0,0,1.9,18.9,1016.4
25-01-2020,11,22.5,16.8,9,62.29,0,8.1,0,113.33,0,0,0,0,2.1,3.2,1015.4
26-01-2020,11,23.9,17.4,11,68.36,0,8.1,0,101.71,0,0,0,0,1.8,0,1013.6
27-01-2020,12,23.1,17.6,11.5,69.8,0,9.2,0,108.96,0,0,0,0,1.6,0,1013.4
28-01-2020,12,25,18.7,13.7,74.49,0,5.8,0,77.88,0,0,0,0,1.4,5.9,1013.7
29-01-2020,16,24,20.1,18.1,88.04,0,8.1,0,108.79,0,5.42,12.5,0,1.6,66.5,1014.8
30-01-2020,17,21.8,19.6,18.1,91.35,0,6.9,0,45.17,0,8.27,8.33,0,1.1,60.5,1013.6
31-01-2020,16,23.1,18.9,14.3,76.91,0,11.4,0,238.21,0,0,4.17,0,1.5,13.7,1014.5
01-02-2020,12,23.8,17.8,11.7,69.48,0,9.2,0,133.57,0,0,0,0,2,0,1016.4
02-02-2020,13,22.8,17.8,10.1,62.98,0,10.3,0,153.21,0,0,0,0,2,6.5,1018.4
03-02-2020,12,22.8,17.1,8.4,58.6,0,9.2,0,158.75,0,0,0,0,2.2,0,1018.5
04-02-2020,11,23.7,17.9,10,61.25,0,8.1,0,103.63,0,0,0,0,2,13.4,1016.3
05-02-2020,15,25.6,20.1,13.7,68.01,0,5.8,0,98.25,0,0,0,0,1.7,35.8,1014.6
06-02-2020,15,25.5,20.1,13.6,68.64,0,9.2,0,95.38,0,0,0,0,1.7,20,1015.8
07-02-2020,15,22.7,19,12.6,67.52,0,6.9,0,118.63,0,0,4.17,0,1.7,62.6,1017.3
08-02-2020,16,19.8,17.6,13.4,76.75,0,5.8,0,270.54,0,0.08,8.33,0,1.4,77.7,1018.4
09-02-2020,15,25,19.5,12.7,66.99,0,10.3,0,230.96,0,0,0,0,1.8,23.4,1018.6
10-02-2020,13,24.3,18.6,10.2,60.21,0,8.1,0,190.17,0,0,0,0,2,1,1018
